Datetime,Text,Username,location,hashtags,label
2021-11-11 23:22:17+00:00,"PENJARAKAN FIZIKAL 1 METER

Untuk hidup bersama virus, kita tidak boleh bergantung pada vaksinasi sahaja. Melindungi diri kita adalah tanggungjawab kita.

#KitaJagaKita
#KitaMestiMenang
#MenangBersama
#COVID19
#coronavirus
#KLCeria
#CMSWPKL https://t.co/G0DLNdVuIq",JaPenWPKL,Kuala Lumpur City,"['KitaJagaKita', 'KitaMestiMenang', 'MenangBersama', 'COVID19', 'coronavirus', 'KLCeria', 'CMSWPKL']",
2021-11-11 23:17:49+00:00,Antusias Masyarakat Kecamatan Jatiroto Lumajang Terhadap Vaksinasi COVID-19 Relatif Tinggi https://t.co/likKyuftPn,MediaLumajang,,,
2021-11-11 23:11:24+00:00,"(2/2) Setelah itu silakan langsung daftar vaksinasi melalui JAKI, ya. Intip cara selengkapnya melalui infografik di atas👆🏼

Daftar vaksin lebih gampang? Lewat JAKI aja! Unduh JAKI sekarang melalui tautan https://t.co/5Eoj8tbE5l

Bagikan informasi ini ke Smartcitizen, lainnya! https://t.co/GZednf16T2",JSCLab,"Jakarta, Indonesia",,
2021-11-11 23:11:22+00:00,"(1/2) Smartcitizen, masih bingung cari tempat vaksinasi di Jakarta? 

Duduk tenang, dan buka website https://t.co/mrwhNlOija untuk tahu informasi lokasi vaksinasi. 

#JakartaSmartCity #Vaksinasi #JAKI https://t.co/mZbnPAxOrZ",JSCLab,"Jakarta, Indonesia","['JakartaSmartCity', 'Vaksinasi', 'JAKI']",
2021-11-11 23:07:15+00:00,"Humas, Masih dalam rangka menyambut HUT Korpri ke-50, Korpri Polda DIY bersinergi dengan RS. Bhayangkara Polda DIY menggelar bakti sosial berupa Vaksinasi Covid-19 masal, Kamis (11/11/2021) https://t.co/i3qkRV4yVn",HumasPolsekWat1,,,
2021-11-11 23:06:36+00:00,"@teyungkasep @AREAJULID Gue juga pernah digituin, awalnya dichat gue kira ada salah input data atau apa makanya gue tanggepin.ternyata ngajak kenalan😭 takut banget asli, kok bisa bisanya ngambil data gue dari dokumen vaksinasi privasi gue woy tolonglah",jkeian2809,,,
2021-11-11 23:00:50+00:00,"Bukti Presiden @jokowi bersama rakyat dan berkomitmen kepada rakyat.
Presiden selalu terjun langsung ke lokasi vaksinasi untuk melihat secara langsung kegiatan vaksinasi .
Vaksinasi door to door bentuk kedekatan kepada masyarakat Indonesia. https://t.co/U7oKVZF4eL",Anggita_lung,,,
2021-11-11 23:00:36+00:00,Vaksinasi kanak-kanak bawah 12 tahun mula tahun depan https://t.co/fNwNOrKT9c,MyKMUnet,"PWTC, Kuala-Lumpur",,
2021-11-11 23:00:32+00:00,"Penemuan suplemen makanan untuk meningkatkan imunitas dalam melawan covid, suplemen makanan yang dikembangkan di Rusia untuk menekan perbanyakan virus corona.

Vaksinasi tetapkah yang terbaik saat ini untuk melindungi tubuh dari covid 19.",joseph__99,jaga Imunitas Tubuh  ,,
2021-11-11 23:00:02+00:00,"Datang ke Mappi, BIN Gelar Vaksinasi untuk 45 Orang

Baca Selengkapnya Disini!
https://t.co/I4ES001gYm

#mataindonesia #badanintelijennegara #vaksinasi #beritaterkini",matamilenialID,"Jakarta, Indonesia","['mataindonesia', 'badanintelijennegara', 'vaksinasi', 'beritaterkini']",
2021-11-11 22:58:38+00:00,"Cegah Covid 19 dengan melaksanakan Vaksinasi
#PolriAdaptasiKebiasaanBaru @gajah_2001 
#polriuntukindonesia
#polricegahcovid19
#PRESISI
#komunikatif POLRES SINGKAWANG - SALAM JKK https://t.co/XTdu7VwjXs",IwanSet60750280,,"['PolriAdaptasiKebiasaanBaru', 'polriuntukindonesia', 'polricegahcovid19', 'PRESISI', 'komunikatif']",
2021-11-11 22:49:31+00:00,Ratusan Warga Desa Agel Ikut Vaksinasi https://t.co/yyjdQOid6W,memoindonesiaID,"Bondowoso, Indonesia",,
2021-11-11 22:46:21+00:00,"Harjo - Didatangi ke Rumah, Ratusan Warga Lereng Merapi Ikut Vaksinasi https://t.co/WlGRhziDQQ",IniSleman,"Sleman, Yogyakarta, ID",,
2021-11-11 22:41:16+00:00,Hai @voltus5 saat ini wajib menunjukkan kartu vaksinasi minimal dosis pertama dan Surat Keterangan Negatif Covid-19 RT-PCR atau hasil negatif Rapid Test Antigen sebagai persyaratan penyeberangan Ketapang-Gilimanuk. Tks. ^RS,asdp191,Indonesia,,
2021-11-11 22:32:34+00:00,"Kasus Covid-19 Menurun, Pemkot Tangsel Gencarkan Vaksinasi https://t.co/BPGl9ljMOq",merdekadotcom,Indonesia,,
2021-11-11 22:27:13+00:00,"@Pedrohcassa @kozirama Jadi inget dulu di eks kantornya swami pas lagi ngadain vaksinasi masal pak wali ujug-ujug dateng tanpa diundang. Bahkan panitianya aja bingung ada apa rame-rame, eh gataunya pak wali datang. Sampai gak disambut krn gatau beliau dateng. 😅

Suka keramaian kayaknya pak wali.",haloOCTA,Di segelas cokelat hangat 💕,,
2021-11-11 22:21:16+00:00,Personil Polsek Betung giat monitoring Vaksinasi Pukesmas Betung kota di Desa Bukit https://t.co/plncgAwfoh,HumasBetung,,,
2021-11-11 22:20:11+00:00,"Jadwal Vaksinasi Covid-19 (Dosis 1 dan 2)
Jumat, 12 November 2021

Silahkan bagi yg akan vaksinasi, untuk pendaftaran langsung di lokasi.

#vaksincovid19
#infovaksin https://t.co/NOS7MiNd78",PemkabSinjai,Sulawesi Selatan,"['vaksincovid19', 'infovaksin']",
2021-11-11 22:19:04+00:00,"Catat, Ini Jadwal Vaksinasi COVID-19 DKI Jakarta per 12 November 2021 https://t.co/uebyrQWACf",liputan6dotcom,INDONESIA,,
2021-11-11 22:18:27+00:00,Sebanyak 80 persen santri Buntet sudah dilakukan vaksinasi  https://t.co/ue2tznZtra,republikaonline,"Jakarta, Indonesia",,
2021-11-11 22:16:03+00:00,"@Dian28717225 Dih sok tau deh ..
Gue jg gak s7 mandatory vaksin keles.
Tapi gue gak s7 kalau vaksinasi di framing sbg genosida 
Gue s7 kalau org gk mau vaksin dgn alasan tubuh nya gak cocok di vaks krn alasan kesehatan tp kalau alasan konspirasi itu gue tolak",Kesaksian78,,,
2021-11-11 22:14:01+00:00,Personil Polsek Betung giat monitoring pelaksanaan vaksinasi Puskesmas Betung kota di Kelurahan Rimba Asam https://t.co/MYWDRVC4KW,HumasBetung,,,
2021-11-11 22:12:51+00:00,"""Kaur Peringat Kedua Capaian Vaksinasi | Bengkulutoday - Terkini dan Aktual"" DRINK @NuclearAnthro!!! https://t.co/EXbRgQVkjP",empDRINK,,,
2021-11-11 22:05:32+00:00,Malaysia Segera Vaksinasi Anak Usia 5-12 Tahun Mulai 2022 - https://t.co/Sla2fhrphc https://t.co/m8QTmMA6W7,gontornews,Indonesia,,
2021-11-11 22:05:04+00:00,"Didatangi ke Rumah, Ratusan Warga Lereng Merapi Ikut Vaksinasi https://t.co/vAzLLbzmZj #beritajogja #jogja #jogjaistimewa https://t.co/IMvKyIrlMW",Harian_Jogja,"Yogyakarta, Indonesia","['beritajogja', 'jogja', 'jogjaistimewa']",
2021-11-11 22:02:34+00:00,"Gencar Laksanakan Serbuan Vaksinasi di Kota Malang, Pemkot Malang Berikan Penghargaan kepada AKBP Budi Hermanto https://t.co/1CDBFn4LYE",news_ngalam,"Malang, Jawa Timur",,
2021-11-11 22:00:33+00:00,"Rutan Kolaka Kembali Menggelar Vaksinasi Untuk Warga Binaan, Kamis (11/11).  Sebanyak 180 Warga Binaan Ikut Dalam Kegiatan Vaksinasi Tersebut . @ Rutan Kolaka https://t.co/KwjiJ6YPYC",RutanIib,,,
2021-11-11 22:00:00+00:00,"Gratis Layanan Sauna Seksual! Tawaran Rumah Bordil di Austria untuk yang Divaksinasi

Baca Selengkapnya Disini!
https://t.co/WmGV09gCfk

#mataindonesia #vaksinasi #viralterkini #viraltiktok #Viralindonesia",matamilenialID,"Jakarta, Indonesia","['mataindonesia', 'vaksinasi', 'viralterkini', 'viraltiktok', 'Viralindonesia']",
2021-11-11 21:57:05+00:00,Unimed vaksinasi dosen dan mahasiswa - Sumatera Utara https://t.co/jGr4pyecGG,MahasiswaYeah,di kampus dan di jalanan,,
2021-11-11 21:49:05+00:00,@trewellu Nakes pulang vaksinasi ditemani kuntilanak https://t.co/S71nQb1QZk,Yokaborneo,"Kalimantan Barat, Indonesia",,
2021-11-11 21:43:34+00:00,"Kartu Vaksinasi Palsu $200, Jumlah Penipuan Terkait COVID Meningkat https://t.co/aLEb2E9JyP https://t.co/XvpLfShLwB",HertienIndah,"Kota Surabaya, Jawa Timur",,
2021-11-11 21:42:15+00:00,Polsek Muara Kawal Giat Vaksinasi Masal Di Desa Kasa https://t.co/TSuhlOy7jd lewat @MATAJURNALIS.ID,Sandity68019713,"Indralaya, Indonesia",,
2021-11-11 21:40:00+00:00,"Kejar target pencapaian vaksinasi 50 persen di akhir pekan ini, 29 unit Puskesmas di Kabupaten Tegal hrs bisa menyuntikkan 700 dosis vaksin Covid-19 setiap harinya dgn rincian 100 dosis utk lansia dan 600 dosis untuk masyarakat umum.

https://t.co/YWEFq11Dx4

Via @HumasTegalkab https://t.co/gi4RrziZZe",ElshintaTegal_,"Tegal, Jawa Tengah",,
2021-11-11 21:37:17+00:00,"Sabar ya semua, cuma vaksinasi ini ikhtiar terbaik kita. Belum ada negara yang punya ide lain selain vaksinasi untuk menurunkan tingkat kematian akibat covid-19.",tahamaaruf,Indonesia,,
2021-11-11 21:37:10+00:00,"Dengan spirit HKN ke-57, meski masih berada di tengah pandemi, mari kita bersama membangun Indonesia yang lebih sehat dengan mematuhi protokol kesehatan dan turut serta mensukseskan pelaksanaan vaksinasi.

Selamat Hari Kesehatan Nasional.

#lamongan #lamonganmegilan #hkn57 https://t.co/zW2Kwq4v5n",prokopimkablmg,"Lamongan, Indonesia ","['lamongan', 'lamonganmegilan', 'hkn57']",
2021-11-11 21:33:55+00:00,"Bupati Tanah Datar Eka Putra merespons positif kegiatan vaksinasi ini sebagai upaya bersama meningkatkan capaian vaksinasi dan percepatan pemulihan ekonomi akibat dampak pandemi Covid-19.

https://t.co/KImBDhxAha",ExpoPadang,indonesia,,
2021-11-11 21:27:43+00:00,"Tujuan vaksinasi adalah mengurangi penularan, menurunkan angka kesakitan dan kematian, mencapai kekebalan kelompok serta melindungi masyarakat dari Covid-19 agar tetap produktif secara sosial &amp; ekonomi

@DivHumas_Polri
@HumasPoldaJatim
@polisi_jatim
@humas_restuban
@PolsekSenori https://t.co/jatPQRvMip",PolsekSenori,,,
2021-11-11 21:26:42+00:00,"Sasar Lansia, Kelurahan Paminggir Gelar Vaksinasi Door To Door

Berita selengkapnya klik di https://t.co/EbhbfJkbtK https://t.co/IwbLRZP2k3",pembacaberita69,,,
2021-11-11 21:11:23+00:00,Calon Kanselir baru Jerman Olaf Scholz mendesak lebih banyak warga mendapat vaksinasi melawan Covid-19 https://t.co/BnMtyVeB3v,DNews_Radio,,,
2021-11-11 21:05:25+00:00,"Tujuan vaksinasi adalah mengurangi penularan, menurunkan angka kesakitan dan kematian, mencapai kekebalan kelompok serta melindungi masyarakat dari Covid-19 agar tetap produktif secara sosial &amp; ekonomi

@DivHumas_Polri
@HumasPoldaJatim
@polisi_jatim
@humas_restuban
@PolsekSenori https://t.co/7vOfbrzNdV",CabeGardu,,,
2021-11-11 20:52:49+00:00,@Ghintaf Selamat pagi. Bagi penyintas Covid-19 kurang dari 3 bulan/masyarakat yang menderita Comorbid sehingga belum dapat melakukan vaksinasi maka bisa menggunakan KRL dengan menunjukan surat keterangan resmi dari dokter di Puskesmas/Rumah Sakit mengenai kondisinya. Tks.,CommuterLine,Jakarta Pusat,,
2021-11-11 20:46:12+00:00,"Sangat Kompak, Pangdam I/BB dan Kapoldasu Tinjau Vaksinasi Massal di Nias Barat https://t.co/0GmUgnMlOa",ExstrimC,,,
2021-11-11 20:41:26+00:00,"Percepat Vaksinasi dan Herd Immunity bagi Masyarakat, Polsek Bengkong Gelar Gerai Vaksin Presisi Lancang Kuning https://t.co/orBBmkatQb",Metrobatam1,"Kota Batam, Kepulauan Riau",,
2021-11-11 20:41:03+00:00,"Serbuan Vaksinasi Tiga Pilar Untuk Pelajar 🇮🇩
.
.
.
.
.
.
@kepalakepolisian_ri 
@humas_poldajateng 
@divisihumaspolri 
#klaten #polisi #polresklaten https://t.co/uY7oDnwIgV",cawas_polsek,,"['klaten', 'polisi', 'polresklaten']",
2021-11-11 20:37:14+00:00,"Sasar Lansia, Kelurahan Paminggir Gelar Vaksinasi Door To Door https://t.co/EbhbfJkbtK lewat @PembacaBerita",pembacaberita69,,,
2021-11-11 20:35:06+00:00,"Kartu Vaksinasi Palsu $200, Jumlah Penipuan Terkait COVID Meningkat https://t.co/ROyj0MMv7y https://t.co/7LKFE2ULOo",ferimut,,,
2021-11-11 20:05:44+00:00,"Kartu Vaksinasi Palsu $200, Jumlah Penipuan Terkait COVID Meningkat https://t.co/9GJpzKUQG8",FirmRei,,,
2021-11-11 20:02:32+00:00,Vaksinasi COVID-19 di Banten telah mencapai 67 persen. Gubernur Banten Wahidin Halim menyebut capaian vaksinasi tersebut sudah masuk kategori herd immunity. https://t.co/UVsWPM1nun,detikcom,"Jakarta, Indonesia",,
2021-11-11 20:00:01+00:00,"Bawa 12.000 Dosis Vaksin Sinovac, BIN Laksanakan Vaksinasi di Blitar

Baca Selengkapnya Disini!
https://t.co/WWcOwUaiah

#mataindonesia #badanintelijennegara #vaksinasi #beritaterkini",matamilenialID,"Jakarta, Indonesia","['mataindonesia', 'badanintelijennegara', 'vaksinasi', 'beritaterkini']",
2021-11-11 19:38:01+00:00,"@JDid Pahlawan Masa Kini bisa dimulai dari Diri Sendiri dgn mematuhi protokol kesehatan, pakai masker, cuci tangan, jaga jarak, hindari kerumunan, kurangi mobilisasi serta dengan melakukan vaksinasi.

Mari kita bersama menjadi pahlawan bagi diri kita #HariJDPahlawan @ganefar @hermavvan",heyowi,,['HariJDPahlawan'],
2021-11-11 19:29:06+00:00,"Kartu Vaksinasi Palsu $200, Jumlah Penipuan Terkait COVID Meningkat https://t.co/sr2Jc7eIbm",FirmRei,,,
2021-11-11 19:23:43+00:00,"Temenku pernah gini juga. Jadi dia kan salah satu volunteer vaksinasi dan ada mas2 teeni yang kayanya naksir dia. Dari pagi sampe sore mintain no hp teruss padahal dia udah nolak. Dan orangnya nekat anjir, malah manggil temennya temenku dan minta no hp temenku dari temennya itu.",everydeyhalu,"Bintan Utara, Kepri, Indonesia",,
2021-11-11 19:18:51+00:00,Padahal full vaksinasi ....    atau tidak ?,__anomali__,Bandung Utara,,
2021-11-11 19:11:09+00:00,"@pengarang_sajak Menkominfo : Jaga Prokes dan Vaksinasi, Jadi Pahlawan di Masa Pandemi
https://t.co/nJQplVPNd3",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 19:09:34+00:00,"@pengarang_sajak Vaksinasi Terbukti Lindungi dari Covid-19 Termasuk Varian Baru
https://t.co/Orz4YQxzuo",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 19:08:22+00:00,"@MrsRachelIn Vaksinasi Anak Demi Mencapai Masyarakat Produktif dan Aman COVID-19
https://t.co/RywNxDnmqI",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 19:08:07+00:00,"@MrsRachelIn Percepat Vaksinasi untuk Antisipasi Gelombang Ketiga Covid-19
https://t.co/FTxelnR1Qs",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 19:06:52+00:00,"@MrsRachelIn Vaksin Sinovac kembali datang, sebaiknya jangan tunda vaksinasi Covid-19
https://t.co/3QqiOZx0n1",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 19:06:42+00:00,"@MrsRachelIn Pastikan Pemerataan Vaksinasi Covid-19 sampai ke Pelosok
https://t.co/7MxGF9xLAZ",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 19:06:09+00:00,Kemenkes: Endemi Terjadi saat Vaksinasi Covid Rampung 70-100 Persen https://t.co/4REPuCaOb5,CNNIndonesia,,,
2021-11-11 19:03:40+00:00,"Jumlah Penipuan Terkait COVID Bertambah, $200 Harga Kartu Vaksinasi Palsu https://t.co/ripRAnsp3H",FirmRei,,,
2021-11-11 19:00:49+00:00,"@Wan9Wong213 BEM Nusantara Puji Jokowi Berhasil di Bidang Vaksinasi, Pendidikan, dan Ekonomi
https://t.co/WyShadFx1P",DewiDyanda,"Yogyakarta, Indonesia",,
2021-11-11 18:53:21+00:00,Kasium Polsek Hanau Pimpin Pengamanan Vaksinasi Relawan Projo di PT. Sumur Pandan Wangi https://t.co/t37IULfA8y,mcreativepky,Palangka Raya,,
2021-11-11 18:52:24+00:00,"Rampungkan Vaksinasi Lansia, Pemerintah Bakal Jemput Bola https://t.co/N45pR0fFcv",jawapos,Jakarta,,
2021-11-11 18:47:11+00:00,Shalawat Habib Syech bin Abdul Qodir Assegaf Warnai Vaksinasi di LPMP Aceh https://t.co/8cqgqVFpqc https://t.co/dRevy9Q3Mf,bidikindonesi,banda aceh,,
2021-11-11 18:23:06+00:00,"Capain Vaksinasi di Pasaman Capai 41,36 Persen https://t.co/ng3h4UZiC9",covesiacom,Padang,,
2021-11-11 18:00:36+00:00,"Kamis, 11/11/2021 Sertu Rohmad Babinsa Ds Baleharjo Koramil-13/ Sukodono, lakgiat  pendampingan serbuan vaksinasi covid 19 Dosis 2 untuk warga Desa Baleharjo secara Door to door di Ds Baleharjo  Vaksinator dari Bidan Desa Baleharjo.
@Kodim_Sragen https://t.co/g48InBLq8L",Koramil0725,,,
2021-11-11 17:58:21+00:00,Polsek Sukagumiwang Terus Genjot Vaksinasi Presisi https://t.co/OG9xo6nou6,PSukagumiwang,"Indramayu, Indonesia",,
2021-11-11 17:55:26+00:00,"Optimalkan Capaian Vaksinasi di Pandeglang,Bupati Irna Instruksikan Seluruh OPD Bantu Input Data Vaksin https://t.co/xx22bNtmN6",lebakbansel,"Malingping, Indonesia",,
2021-11-11 17:52:04+00:00,"Kamis, 11/11/2021 Sertu Noer Amin Babinsa Ds Jatitengah Koramil-13/ Sukodono brsm Tim Nakes Puskesmas Sukodono lak vaksinasi covid 19 Dosis 2 untuk warga Desa Pantirejo di Balai Desa Pantirejo dilanjutkan vaksinasi Dosis 2 secara Door to door di Ds Pantirejo
@Kodim_Sragen https://t.co/53pvhO66eq",Koramil0725,,,
2021-11-11 17:48:49+00:00,"@yoyen Stay safe Mbak.

Tingkat vaksinasi NL sudah tinggi, kan?",silihungg,Jakarta,,
2021-11-11 17:44:10+00:00,Polsek Kendit Amankan Vaksinasi Covid 19 https://t.co/kJYtbuq2p4,pidressitubondo,"Situbondo, Indonesia",,
2021-11-11 17:43:45+00:00,Bhabinkamtibmas Polsek Kota lakukan pengamanan vaksinasi pada masyarakat Kel.Dawuhan dan berikan himbauan prokes https://t.co/aoKeznxn6I,pidressitubondo,"Situbondo, Indonesia",,
2021-11-11 17:43:15+00:00,"Menuju 70 Persen, Kodim 1002/HST Gencar Lakukan Serbuan Vaksinasi https://t.co/eD2rjapQFG",FirmRei,,,
2021-11-11 17:41:11+00:00,Polsek Panarukan Lakukan Pengamanan Vaksinasi di Balai Desa Duwet https://t.co/hKTFi89UAZ,pidressitubondo,"Situbondo, Indonesia",,
2021-11-11 17:40:56+00:00,"Menuju 70 Persen, Kodim 1002/HST Gencar Lakukan Serbuan Vaksinasi https://t.co/BQ0RPyoyd0",FirmRei,,,
2021-11-11 17:40:00+00:00,"Kapolres Tegal AKBP Arie Prasetya Syafa’at bersama PJU Polres Tegal dan Kapolsek Adiwerna meninjau pelaksanaan vaksinasi bagi pelajar di SMP Negeri  1 Adiwerna. 

Via @polrestegalkab
https://t.co/AMEkNKBe9s",ElshintaTegal_,"Tegal, Jawa Tengah",,
2021-11-11 17:37:50+00:00,"Pengamanan Vaksinasi Masal di Yello Hotel Mall Transmart oleh Personel Detasemen Gegana Satuan Brimob Polda Jambi.

@humas_korps_brimob 
#brimobuntukindonesia🇮🇩 https://t.co/55hsW6NH8s",PIDBrimobjambi,Makosat brimob,['brimobuntukindonesia'],
2021-11-11 17:31:05+00:00,750 Masyarakat Desa Padang Cermin Mendapatkan Vaksinasi Pertama https://t.co/oTicTv3CY1,HendraP32952551,,,
2021-11-11 17:30:44+00:00,"@citilink hallo.. saya mau tanya, kalo utk melakukan perjalanan udara dengan citilink rute Jakarta - Tanjung Pinang apakah perlu melakukan PCR atau cukup dengan antigen ya?? Atau tidak usah keduanya? Apa cukup dengan membawa bukti full vaksinasi?",erwindika,INDONESIA,,
2021-11-11 17:21:51+00:00,Polres Klaten dan Kodim Gelar Vaksinasi Dosis 2 Untuk Pelajar SMP https://t.co/QjnwrKWXIN,FirmRei,,,
2021-11-11 17:15:27+00:00,"Desa Pesarean Adiwerna Tegal Melakukan Vaksinasi Covid-19 https://t.co/j1w4TZW2Cz 

#FolloMe",adikopeng,in ur heart 4ever..,['FolloMe'],
2021-11-11 17:13:46+00:00,"Genjot Semangat Vaksinasi Covid-19, Faisol Riza Hadiahi Peserta Uang https://t.co/kUjyIbSuJy",medcom_id,"Jakarta Capital Region, Indone",,
2021-11-11 17:11:36+00:00,"Antusiasme Warga Tinggi, Vaksinasi di Desa Maleber Cianjur Tiga Kali Lebihi Target https://t.co/KZZrDHVSJW",venomencret,,,
2021-11-11 17:10:13+00:00,Juru Bicara Vaksinasi COVID-19 Kementerian Kesehatan Siti Nadia Tarmizi memastikan vaksin COVID-19 untuk lansia minim efek samping. https://t.co/kbe0VIqupL,voidotid,Indonesia,,
2021-11-11 17:09:30+00:00,25 Persen Masyarakat Kecamatan Selesai Telah Di Vaksinasi Covid-19 https://t.co/b0fKIFyInJ,HendraP32952551,,,
2021-11-11 17:06:09+00:00,Cakupan Vaksinasi COVID-19 Dosis Pertama di Bali Lebih Dari 100 Persen https://t.co/fdxVtQLHLB,cendananews,Indonesia,,
2021-11-11 17:02:34+00:00,Politikus PKB: Semua Masyarakat Harus Dapat Hak Vaksinasi Covid-19 yang Sama https://t.co/pchvwqaMqa,merdekadotcom,Indonesia,,
2021-11-11 16:59:01+00:00,"@keongbalap99 @katzedikke @netriyeni27 @florieliciouss Padahal saya pro-Vaksin, full Vaksinasi sejak balita. Namun sertifikat Vaksin belum juga diterbitkan...",AdilAdiany1,"Kota Makassar, Sulawesi Selata",,
2021-11-11 16:58:33+00:00,"Temui Warga Pedalaman, Irjen Panca Gelorakan Vaksinasi https://t.co/TF3kEUj5ZD",WaspadaOnline,Medan,,
2021-11-11 16:54:03+00:00,Mak Rini Bersama Kabinda Jatim Tinjau Vaksinasi Door to door https://t.co/nGCEiHcPmo,diagram_kota,suROCKboyo ,,
2021-11-11 16:47:06+00:00,7.224 Pelajar Klaten Ikuti Serbuan Vaksinasi Dosis II https://t.co/wXtlib2MKN https://t.co/Tw45ib71st,soloposdotcom,"Solo, Central Java, Indonesia",,
2021-11-11 16:46:03+00:00,"WARGA ANTUSIAS VAKSINASI COVID-19
[Balai Desa Kutoharjo, Kaliwungu]

#amtusias #vaksinasi #covid19 #eksistensitanpasisi

https://t.co/1EwXPXJUnJ",obyektifdotid,,"['amtusias', 'vaksinasi', 'covid19', 'eksistensitanpasisi']",
2021-11-11 16:43:53+00:00,"Gebyar Vaksinasi, Polres Gayo Lues Bagi- bagi Kambing https://t.co/y2DenUyYhy",Baranewsaceh,Banda Aceh,,
2021-11-11 16:42:07+00:00,"Ikut Vaksinasi Covid, Warga Pantan Cuaca Dapat Hadiah Paket Umroh Gratis Dari Polda Aceh https://t.co/FkCm1OXH9O",Baranewsaceh,Banda Aceh,,
2021-11-11 16:40:00+00:00,"Amin meminta pemerintah untuk terus memperketat pintu masuk ke Tanah Air dengan berbagai aturan yang sudah ada. Masyarakat pun harus mematuhi protokol kesehatan, di samping upaya akselerasi vaksinasi yang terus gencar dilakukan.

https://t.co/mRZdukWECp",mediaindonesia,Jakarta - Indonesia,,
2021-11-11 16:35:25+00:00,"Kepala Desa Kutoharjo Ivan Styawan menyatakan bersyukur atas setiap pelaksanaan vaksinasi yang berjalan lancar, dengan antusiasme masyarakat yang semakin meningkat.

#antusias #vaksinasi #covid19 #eksistensitanpasisi

https://t.co/KQqQLHCq6Q",obyektifdotid,,"['antusias', 'vaksinasi', 'covid19', 'eksistensitanpasisi']",
2021-11-11 16:34:19+00:00,"Kesehatan di sejumlah kota di Tanah Air. Salah satu aksi dari gerakan itu dilakukan di Pasar Tradisional Pringgan, Kota Medan pada  Selasa, 9 November 2021.

Ayo jaga diri, keluarga, dan orang disekitarmu dengan mematuhi protokol kesehatan dan vaksinasi. https://t.co/6De8wMEOC4",MNCPeduli,"DKI Jakarta, Indonesia",,
2021-11-11 16:34:00+00:00,@ABSetyono @PlateJohnny @kemkominfo @KemenkesRI @humasjateng @jokowi @Aryprasetyo85 @Jateng_Twit @henrysubiakto @ganjarpranowo @Dputrisolo @aan_muba @03__nakula @007koteka Kejar terus target Vaksinasi   @kemkominfo @PlateJohnny,Svetlana5tar,,,
2021-11-11 16:33:23+00:00,Penjemput nakes untuk di vaksinasi di dsn empetai desa merbang kec belitang hilir kab Sekadau https://t.co/0HH7dfgJKB,Albertuswan_mm,Sekadau,,
2021-11-11 16:30:00+00:00,"Siapkan 11.500 Dosis, BIN Gelar Vaksinasi di 3 Wilayah di Jateng

Baca Selengkapnya Disini!
https://t.co/Q9PfJMAFD5

#mataindonesia #badanintelijennegara #vaksinasi #jawatengah",matamilenialID,"Jakarta, Indonesia","['mataindonesia', 'badanintelijennegara', 'vaksinasi', 'jawatengah']",
2021-11-11 16:25:13+00:00,"dari kota setempat. Ini merupakan bentuk dukungan terhadap pemerintah dalam menangani percepatan penanganan Covid-19 dengan mematuhi protokol kesehatan dan vaksinasi.

Mari bantu masyarakat terdampak Covid-19 lainnya bersama MNC Peduli melalui donasi pada link berikut ini",MNCPeduli,"DKI Jakarta, Indonesia",,
2021-11-11 16:25:01+00:00,Kepala Dinas Kesehatan Surakarta Siti Wahyuningsih mengharapkan kasus Covid-19 di wilayahnya makin terkendali seiring kekhawatiran atas merebaknya varian baru bernama Delta Plus. #vaksinasi https://t.co/SzWltBeTcB,jpnncom,Indonesia,['vaksinasi'],
2021-11-11 16:24:57+00:00,"Pokja Program PKMM-CBA LPBI NU Kab. Lombok Barat berkoordinasi dengan pengurus Masjid Hidayatul Islam Dusun Tragtag Desa Batu Kumbung Kecamatan Lingsar melakukan sosialisasi ajakan vaksinasi dan imbauan waspada bencana alam, 11/11/2021. https://t.co/3a1GhmzPNU",PPLPBINU,Jl Kramat Raya No 164 Jakarta ,,
2021-11-11 16:23:09+00:00,Jumlah Penerima Vaksinasi Covid-19 Harian pada 11 November 2021 https://t.co/rcPPAR6zd5 https://t.co/Kcm0JD3dtJ,InvestorID,"Jakarta, Indonesia",,
2021-11-11 16:20:18+00:00,Kapolda Sulteng Tinjau Vaksinasi Covid-19 di Ponpes Al-Munshuroh Poso https://t.co/Dd5PmOfFMR https://t.co/it94FxgI3x,SultengTerkini,"Kota Palu, Sulawesi Tengah",,
2021-11-11 16:19:55+00:00,"Bhabinkamtibmas Kelurahan Sungai Pinyuh Bripka Yohanes Heri Untoro pantau kegiatan vaksinasi di Puskesmas Rawat Inap Sungai Pinyuh, Ayo vaksin agar segera terbentuk herd immunity.
#poldakalbar 
#sukseskanvaksinasi 
@polresmempawahbestari 
@puskesmassungaipinyuh https://t.co/UWpMdQKoMR",polsekpinyuh83,,"['poldakalbar', 'sukseskanvaksinasi']",
